,Matches Completed At Time,Venue,Number Of Matches Completed At Venue,Host Club,Suburb Location Of Venue,Latitude,Longitude
2956,79,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
2957,79,City Beach Oval,6,West Coast,City Beach,-31.93729191,115.7593959
2958,79,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
2959,79,Lightning Park,1,Noranda,Noranda,-31.86847639,115.9155357
2960,80,Dalkeith Oval,4,Collegians,Dalkeith,-32.00128593,115.7951273
2961,80,Heathridge Oval,0,Ocean Ridge,Heathridge,-31.76805127,115.7579837
2962,80,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
2963,80,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
2964,80,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
2965,80,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
2966,80,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
2967,80,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
2968,80,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
2969,80,Ray Owen Reserve,2,Kalamunda,Lesmurdie,-32.00142326,116.0441285
2970,80,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
2971,80,Kingsway Reserve,1,Kingsway,Madeley,-31.81807322,115.8343469
2972,80,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
2973,80,Clifton Park Oval,2,Canning Vale,Canning Vale,-32.09450205,115.9051224
2974,80,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
2975,80,Hamer Park,4,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
2976,80,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
2977,80,Burrendah Park,2,Willetton,Willetton,-32.05411786,115.8821643
2978,80,Atwell Reserve,0,Jandakot,Atwell,-32.14134361,115.8633754
2979,80,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
2980,80,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
2981,80,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
2982,80,Thornlie Oval,14,Thornlie,Thornlie,-32.05795567,115.9547107
2983,80,Ridgewood Park,2,Quinns District,Ridgewood,-31.66951794,115.724327
2984,80,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
2985,80,Harmony Fields,8,Maddington,Maddington,-32.05483991,116.0116379
2986,80,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
2987,80,Gosnells Oval,3,Gosnells,Gosnells,-32.07163251,115.9963124
2988,80,Cross Park,3,Roleystone,Roleystone,-32.11140919,116.0689755
2989,80,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
2990,80,Macdonald Reserve,2,Whitford,Padbury,-31.80364653,115.7583683
2991,80,Gil Fraser Oval,10,North Fremantle,North Fremantle,-32.03507899,115.7587643
2992,80,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
2993,80,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
2994,80,City Beach Oval,6,West Coast,City Beach,-31.93729191,115.7593959
2995,80,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
2996,80,Lightning Park,1,Noranda,Noranda,-31.86847639,115.9155357
2997,81,Dalkeith Oval,4,Collegians,Dalkeith,-32.00128593,115.7951273
2998,81,Heathridge Oval,0,Ocean Ridge,Heathridge,-31.76805127,115.7579837
2999,81,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
3000,81,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
3001,81,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
3002,81,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
3003,81,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
3004,81,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
3005,81,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
3006,81,Ray Owen Reserve,2,Kalamunda,Lesmurdie,-32.00142326,116.0441285
3007,81,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
3008,81,Kingsway Reserve,1,Kingsway,Madeley,-31.81807322,115.8343469
3009,81,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
3010,81,Clifton Park Oval,2,Canning Vale,Canning Vale,-32.09450205,115.9051224
3011,81,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
3012,81,Hamer Park,4,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
3013,81,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
3014,81,Burrendah Park,2,Willetton,Willetton,-32.05411786,115.8821643
3015,81,Atwell Reserve,0,Jandakot,Atwell,-32.14134361,115.8633754
3016,81,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
3017,81,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
3018,81,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
3019,81,Thornlie Oval,14,Thornlie,Thornlie,-32.05795567,115.9547107
3020,81,Ridgewood Park,2,Quinns District,Ridgewood,-31.66951794,115.724327
3021,81,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
3022,81,Harmony Fields,8,Maddington,Maddington,-32.05483991,116.0116379
3023,81,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
3024,81,Gosnells Oval,4,Gosnells,Gosnells,-32.07163251,115.9963124
3025,81,Cross Park,3,Roleystone,Roleystone,-32.11140919,116.0689755
3026,81,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
3027,81,Macdonald Reserve,2,Whitford,Padbury,-31.80364653,115.7583683
3028,81,Gil Fraser Oval,10,North Fremantle,North Fremantle,-32.03507899,115.7587643
3029,81,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
3030,81,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
3031,81,City Beach Oval,6,West Coast,City Beach,-31.93729191,115.7593959
3032,81,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
3033,81,Lightning Park,1,Noranda,Noranda,-31.86847639,115.9155357
3034,82,Dalkeith Oval,4,Collegians,Dalkeith,-32.00128593,115.7951273
3035,82,Heathridge Oval,0,Ocean Ridge,Heathridge,-31.76805127,115.7579837
3036,82,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
3037,82,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
3038,82,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
3039,82,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
3040,82,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
3041,82,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
3042,82,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
3043,82,Ray Owen Reserve,3,Kalamunda,Lesmurdie,-32.00142326,116.0441285
3044,82,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
3045,82,Kingsway Reserve,1,Kingsway,Madeley,-31.81807322,115.8343469
3046,82,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
3047,82,Clifton Park Oval,2,Canning Vale,Canning Vale,-32.09450205,115.9051224
3048,82,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
3049,82,Hamer Park,4,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
3050,82,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
3051,82,Burrendah Park,2,Willetton,Willetton,-32.05411786,115.8821643
3052,82,Atwell Reserve,0,Jandakot,Atwell,-32.14134361,115.8633754
3053,82,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
3054,82,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
3055,82,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
3056,82,Thornlie Oval,14,Thornlie,Thornlie,-32.05795567,115.9547107
3057,82,Ridgewood Park,2,Quinns District,Ridgewood,-31.66951794,115.724327
3058,82,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
3059,82,Harmony Fields,8,Maddington,Maddington,-32.05483991,116.0116379
3060,82,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
3061,82,Gosnells Oval,4,Gosnells,Gosnells,-32.07163251,115.9963124
3062,82,Cross Park,3,Roleystone,Roleystone,-32.11140919,116.0689755
3063,82,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
3064,82,Macdonald Reserve,2,Whitford,Padbury,-31.80364653,115.7583683
3065,82,Gil Fraser Oval,10,North Fremantle,North Fremantle,-32.03507899,115.7587643
3066,82,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
3067,82,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
3068,82,City Beach Oval,6,West Coast,City Beach,-31.93729191,115.7593959
3069,82,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
3070,82,Lightning Park,1,Noranda,Noranda,-31.86847639,115.9155357
3071,83,Dalkeith Oval,4,Collegians,Dalkeith,-32.00128593,115.7951273
3072,83,Heathridge Oval,0,Ocean Ridge,Heathridge,-31.76805127,115.7579837
3073,83,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
3074,83,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
3075,83,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
3076,83,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
3077,83,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
3078,83,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
3079,83,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
3080,83,Ray Owen Reserve,4,Kalamunda,Lesmurdie,-32.00142326,116.0441285
3081,83,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
3082,83,Kingsway Reserve,1,Kingsway,Madeley,-31.81807322,115.8343469
3083,83,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
3084,83,Clifton Park Oval,2,Canning Vale,Canning Vale,-32.09450205,115.9051224
3085,83,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
3086,83,Hamer Park,4,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
3087,83,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
3088,83,Burrendah Park,2,Willetton,Willetton,-32.05411786,115.8821643
3089,83,Atwell Reserve,0,Jandakot,Atwell,-32.14134361,115.8633754
3090,83,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
3091,83,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
3092,83,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
3093,83,Thornlie Oval,14,Thornlie,Thornlie,-32.05795567,115.9547107
3094,83,Ridgewood Park,2,Quinns District,Ridgewood,-31.66951794,115.724327
3095,83,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
3096,83,Harmony Fields,8,Maddington,Maddington,-32.05483991,116.0116379
3097,83,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
3098,83,Gosnells Oval,4,Gosnells,Gosnells,-32.07163251,115.9963124
3099,83,Cross Park,3,Roleystone,Roleystone,-32.11140919,116.0689755
3100,83,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
3101,83,Macdonald Reserve,2,Whitford,Padbury,-31.80364653,115.7583683
3102,83,Gil Fraser Oval,10,North Fremantle,North Fremantle,-32.03507899,115.7587643
3103,83,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
3104,83,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
3105,83,City Beach Oval,6,West Coast,City Beach,-31.93729191,115.7593959
3106,83,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
3107,83,Lightning Park,1,Noranda,Noranda,-31.86847639,115.9155357
3108,84,Dalkeith Oval,4,Collegians,Dalkeith,-32.00128593,115.7951273
3109,84,Heathridge Oval,0,Ocean Ridge,Heathridge,-31.76805127,115.7579837
3110,84,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
3111,84,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
3112,84,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
3113,84,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
3114,84,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
3115,84,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
3116,84,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
3117,84,Ray Owen Reserve,4,Kalamunda,Lesmurdie,-32.00142326,116.0441285
3118,84,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
3119,84,Kingsway Reserve,1,Kingsway,Madeley,-31.81807322,115.8343469
3120,84,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
3121,84,Clifton Park Oval,2,Canning Vale,Canning Vale,-32.09450205,115.9051224
3122,84,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
3123,84,Hamer Park,4,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
3124,84,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
3125,84,Burrendah Park,2,Willetton,Willetton,-32.05411786,115.8821643
3126,84,Atwell Reserve,1,Jandakot,Atwell,-32.14134361,115.8633754
3127,84,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
3128,84,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
3129,84,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
3130,84,Thornlie Oval,14,Thornlie,Thornlie,-32.05795567,115.9547107
3131,84,Ridgewood Park,2,Quinns District,Ridgewood,-31.66951794,115.724327
3132,84,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
3133,84,Harmony Fields,8,Maddington,Maddington,-32.05483991,116.0116379
3134,84,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
3135,84,Gosnells Oval,4,Gosnells,Gosnells,-32.07163251,115.9963124
3136,84,Cross Park,3,Roleystone,Roleystone,-32.11140919,116.0689755
3137,84,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
3138,84,Macdonald Reserve,2,Whitford,Padbury,-31.80364653,115.7583683
3139,84,Gil Fraser Oval,10,North Fremantle,North Fremantle,-32.03507899,115.7587643
3140,84,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
3141,84,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
3142,84,City Beach Oval,6,West Coast,City Beach,-31.93729191,115.7593959
3143,84,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
3144,84,Lightning Park,1,Noranda,Noranda,-31.86847639,115.9155357
3145,85,Dalkeith Oval,4,Collegians,Dalkeith,-32.00128593,115.7951273
3146,85,Heathridge Oval,0,Ocean Ridge,Heathridge,-31.76805127,115.7579837
3147,85,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
3148,85,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
3149,85,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
3150,85,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
3151,85,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
3152,85,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
3153,85,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
3154,85,Ray Owen Reserve,4,Kalamunda,Lesmurdie,-32.00142326,116.0441285
3155,85,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
3156,85,Kingsway Reserve,1,Kingsway,Madeley,-31.81807322,115.8343469
3157,85,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
3158,85,Clifton Park Oval,2,Canning Vale,Canning Vale,-32.09450205,115.9051224
3159,85,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
3160,85,Hamer Park,4,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
3161,85,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
3162,85,Burrendah Park,2,Willetton,Willetton,-32.05411786,115.8821643
3163,85,Atwell Reserve,2,Jandakot,Atwell,-32.14134361,115.8633754
3164,85,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
3165,85,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
3166,85,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
3167,85,Thornlie Oval,14,Thornlie,Thornlie,-32.05795567,115.9547107
3168,85,Ridgewood Park,2,Quinns District,Ridgewood,-31.66951794,115.724327
3169,85,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
3170,85,Harmony Fields,8,Maddington,Maddington,-32.05483991,116.0116379
3171,85,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
3172,85,Gosnells Oval,4,Gosnells,Gosnells,-32.07163251,115.9963124
3173,85,Cross Park,3,Roleystone,Roleystone,-32.11140919,116.0689755
3174,85,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
3175,85,Macdonald Reserve,2,Whitford,Padbury,-31.80364653,115.7583683
3176,85,Gil Fraser Oval,10,North Fremantle,North Fremantle,-32.03507899,115.7587643
3177,85,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
3178,85,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
3179,85,City Beach Oval,6,West Coast,City Beach,-31.93729191,115.7593959
3180,85,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
3181,85,Lightning Park,1,Noranda,Noranda,-31.86847639,115.9155357
3182,86,Dalkeith Oval,4,Collegians,Dalkeith,-32.00128593,115.7951273
3183,86,Heathridge Oval,1,Ocean Ridge,Heathridge,-31.76805127,115.7579837
3184,86,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
3185,86,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
3186,86,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
3187,86,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
3188,86,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
3189,86,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
3190,86,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
3191,86,Ray Owen Reserve,4,Kalamunda,Lesmurdie,-32.00142326,116.0441285
3192,86,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
3193,86,Kingsway Reserve,1,Kingsway,Madeley,-31.81807322,115.8343469
3194,86,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
3195,86,Clifton Park Oval,2,Canning Vale,Canning Vale,-32.09450205,115.9051224
3196,86,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
3197,86,Hamer Park,4,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
3198,86,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
3199,86,Burrendah Park,2,Willetton,Willetton,-32.05411786,115.8821643
3200,86,Atwell Reserve,2,Jandakot,Atwell,-32.14134361,115.8633754
3201,86,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
3202,86,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
3203,86,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
3204,86,Thornlie Oval,14,Thornlie,Thornlie,-32.05795567,115.9547107
3205,86,Ridgewood Park,2,Quinns District,Ridgewood,-31.66951794,115.724327
3206,86,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
3207,86,Harmony Fields,8,Maddington,Maddington,-32.05483991,116.0116379
3208,86,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
3209,86,Gosnells Oval,4,Gosnells,Gosnells,-32.07163251,115.9963124
3210,86,Cross Park,3,Roleystone,Roleystone,-32.11140919,116.0689755
3211,86,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
3212,86,Macdonald Reserve,2,Whitford,Padbury,-31.80364653,115.7583683
3213,86,Gil Fraser Oval,10,North Fremantle,North Fremantle,-32.03507899,115.7587643
3214,86,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
3215,86,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
3216,86,City Beach Oval,6,West Coast,City Beach,-31.93729191,115.7593959
3217,86,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
3218,86,Lightning Park,1,Noranda,Noranda,-31.86847639,115.9155357
3219,87,Dalkeith Oval,4,Collegians,Dalkeith,-32.00128593,115.7951273
3220,87,Heathridge Oval,1,Ocean Ridge,Heathridge,-31.76805127,115.7579837
3221,87,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
3222,87,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
3223,87,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
3224,87,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
3225,87,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
3226,87,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
3227,87,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
3228,87,Ray Owen Reserve,4,Kalamunda,Lesmurdie,-32.00142326,116.0441285
3229,87,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
3230,87,Kingsway Reserve,1,Kingsway,Madeley,-31.81807322,115.8343469
3231,87,Wyong Reserve,1,Canning South Perth,Bentley,-32.01013345,115.9138305
3232,87,Clifton Park Oval,2,Canning Vale,Canning Vale,-32.09450205,115.9051224
3233,87,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
3234,87,Hamer Park,4,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
3235,87,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
3236,87,Burrendah Park,2,Willetton,Willetton,-32.05411786,115.8821643
3237,87,Atwell Reserve,2,Jandakot,Atwell,-32.14134361,115.8633754
3238,87,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
3239,87,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
3240,87,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
3241,87,Thornlie Oval,14,Thornlie,Thornlie,-32.05795567,115.9547107
3242,87,Ridgewood Park,2,Quinns District,Ridgewood,-31.66951794,115.724327
3243,87,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
3244,87,Harmony Fields,8,Maddington,Maddington,-32.05483991,116.0116379
3245,87,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
3246,87,Gosnells Oval,4,Gosnells,Gosnells,-32.07163251,115.9963124
3247,87,Cross Park,3,Roleystone,Roleystone,-32.11140919,116.0689755
3248,87,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
3249,87,Macdonald Reserve,2,Whitford,Padbury,-31.80364653,115.7583683
3250,87,Gil Fraser Oval,10,North Fremantle,North Fremantle,-32.03507899,115.7587643
3251,87,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
3252,87,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
3253,87,City Beach Oval,6,West Coast,City Beach,-31.93729191,115.7593959
3254,87,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
3255,87,Lightning Park,1,Noranda,Noranda,-31.86847639,115.9155357
3256,88,Dalkeith Oval,4,Collegians,Dalkeith,-32.00128593,115.7951273
3257,88,Heathridge Oval,1,Ocean Ridge,Heathridge,-31.76805127,115.7579837
3258,88,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
3259,88,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
3260,88,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
3261,88,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
3262,88,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
3263,88,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
3264,88,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
3265,88,Ray Owen Reserve,4,Kalamunda,Lesmurdie,-32.00142326,116.0441285
3266,88,Wanneroo Showgrounds,1,Wanneroo,Wanneroo,-31.7567764,115.8035971
3267,88,Kingsway Reserve,1,Kingsway,Madeley,-31.81807322,115.8343469
3268,88,Wyong Reserve,1,Canning South Perth,Bentley,-32.01013345,115.9138305
3269,88,Clifton Park Oval,2,Canning Vale,Canning Vale,-32.09450205,115.9051224
3270,88,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
3271,88,Hamer Park,4,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
3272,88,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
3273,88,Burrendah Park,2,Willetton,Willetton,-32.05411786,115.8821643
3274,88,Atwell Reserve,2,Jandakot,Atwell,-32.14134361,115.8633754
3275,88,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
3276,88,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
3277,88,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
3278,88,Thornlie Oval,14,Thornlie,Thornlie,-32.05795567,115.9547107
3279,88,Ridgewood Park,2,Quinns District,Ridgewood,-31.66951794,115.724327
3280,88,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
3281,88,Harmony Fields,8,Maddington,Maddington,-32.05483991,116.0116379
3282,88,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
3283,88,Gosnells Oval,4,Gosnells,Gosnells,-32.07163251,115.9963124
3284,88,Cross Park,3,Roleystone,Roleystone,-32.11140919,116.0689755
3285,88,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
3286,88,Macdonald Reserve,2,Whitford,Padbury,-31.80364653,115.7583683
